file,i,j,compressed,num_pages,input_bytes_plain,input_bytes_hybrid,output_bytes_plain,output_bytes_hybrid,num_values_plain,num_values_hybrid,time
/dev/shm/with_compression/parquet-10/lineitem.parquet,30,2,1,4,452621,2230450,0,8388608,0,1048576,1799
/dev/shm/with_compression/parquet-10/lineitem.parquet,31,2,1,4,452368,2230450,0,8388608,0,1048576,1807
/dev/shm/with_compression/parquet-10/lineitem.parquet,32,2,1,4,452503,2230450,0,8388608,0,1048576,1808
/dev/shm/with_compression/parquet-10/lineitem.parquet,33,2,1,4,452598,2230450,0,8388608,0,1048576,1807
/dev/shm/with_compression/parquet-10/lineitem.parquet,34,2,1,4,452380,2230450,0,8388608,0,1048576,1810
/dev/shm/with_compression/parquet-10/lineitem.parquet,35,2,1,4,452537,2230450,0,8388608,0,1048576,1796
/dev/shm/with_compression/parquet-10/lineitem.parquet,36,2,1,4,452350,2230450,0,8388608,0,1048576,1807
/dev/shm/with_compression/parquet-10/lineitem.parquet,37,2,1,4,452608,2230450,0,8388608,0,1048576,1800
/dev/shm/with_compression/parquet-10/lineitem.parquet,38,2,1,4,452499,2230450,0,8388608,0,1048576,1812
/dev/shm/with_compression/parquet-10/lineitem.parquet,39,2,1,4,452482,2230450,0,8388608,0,1048576,1812
/dev/shm/with_compression/parquet-10/lineitem.parquet,40,2,1,4,452588,2230450,0,8388608,0,1048576,1807
/dev/shm/with_compression/parquet-10/lineitem.parquet,41,2,1,4,452404,2230450,0,8388608,0,1048576,1810
/dev/shm/with_compression/parquet-10/lineitem.parquet,42,2,1,4,452264,2230450,0,8388608,0,1048576,1811
/dev/shm/with_compression/parquet-10/lineitem.parquet,43,2,1,4,452347,2230450,0,8388608,0,1048576,1811
/dev/shm/with_compression/parquet-10/lineitem.parquet,44,2,1,4,452473,2230450,0,8388608,0,1048576,1809
/dev/shm/with_compression/parquet-10/lineitem.parquet,45,2,1,4,452512,2230450,0,8388608,0,1048576,1802
/dev/shm/with_compression/parquet-10/lineitem.parquet,46,2,1,4,452395,2230450,0,8388608,0,1048576,1793
/dev/shm/with_compression/parquet-10/lineitem.parquet,47,2,1,4,452512,2230450,0,8388608,0,1048576,1794
/dev/shm/with_compression/parquet-10/lineitem.parquet,48,2,1,4,452456,2230450,0,8388608,0,1048576,1801
/dev/shm/with_compression/parquet-10/lineitem.parquet,49,2,1,4,452510,2230450,0,8388608,0,1048576,1808
/dev/shm/with_compression/parquet-10/lineitem.parquet,50,2,1,4,452313,2230450,0,8388608,0,1048576,1805
/dev/shm/with_compression/parquet-10/lineitem.parquet,51,2,1,4,452238,2230450,0,8388608,0,1048576,1802
/dev/shm/with_compression/parquet-10/lineitem.parquet,52,2,1,4,452261,2230450,0,8388608,0,1048576,1801
/dev/shm/with_compression/parquet-10/lineitem.parquet,53,2,1,4,452286,2230450,0,8388608,0,1048576,1802
/dev/shm/with_compression/parquet-10/lineitem.parquet,54,2,1,4,452463,2230450,0,8388608,0,1048576,1810
/dev/shm/with_compression/parquet-10/lineitem.parquet,55,2,1,4,452411,2230450,0,8388608,0,1048576,1811
/dev/shm/with_compression/parquet-10/lineitem.parquet,56,2,1,4,452605,2230450,0,8388608,0,1048576,1810
/dev/shm/with_compression/parquet-10/lineitem.parquet,57,2,1,2,401252,462068,0,1737760,0,217220,842
/dev/shm/with_compression/parquet-10/lineitem.parquet,0,3,1,2,40,251059,0,8388608,0,1048576,683
/dev/shm/with_compression/parquet-10/lineitem.parquet,1,3,1,2,40,250648,0,8388608,0,1048576,688
/dev/shm/with_compression/parquet-10/lineitem.parquet,2,3,1,2,40,251353,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,3,3,1,2,40,250899,0,8388608,0,1048576,692
/dev/shm/with_compression/parquet-10/lineitem.parquet,4,3,1,2,40,250897,0,8388608,0,1048576,701
/dev/shm/with_compression/parquet-10/lineitem.parquet,5,3,1,2,40,249959,0,8388608,0,1048576,706
/dev/shm/with_compression/parquet-10/lineitem.parquet,6,3,1,2,40,250567,0,8388608,0,1048576,706
/dev/shm/with_compression/parquet-10/lineitem.parquet,7,3,1,2,40,250614,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,8,3,1,2,40,249253,0,8388608,0,1048576,704
/dev/shm/with_compression/parquet-10/lineitem.parquet,9,3,1,2,40,250770,0,8388608,0,1048576,694
/dev/shm/with_compression/parquet-10/lineitem.parquet,10,3,1,2,40,251359,0,8388608,0,1048576,690
/dev/shm/with_compression/parquet-10/lineitem.parquet,11,3,1,2,40,249268,0,8388608,0,1048576,698
/dev/shm/with_compression/parquet-10/lineitem.parquet,12,3,1,2,40,249669,0,8388608,0,1048576,695
/dev/shm/with_compression/parquet-10/lineitem.parquet,13,3,1,2,40,251157,0,8388608,0,1048576,693
/dev/shm/with_compression/parquet-10/lineitem.parquet,14,3,1,2,40,250667,0,8388608,0,1048576,693
/dev/shm/with_compression/parquet-10/lineitem.parquet,15,3,1,2,40,250631,0,8388608,0,1048576,694
/dev/shm/with_compression/parquet-10/lineitem.parquet,16,3,1,2,40,250441,0,8388608,0,1048576,691
/dev/shm/with_compression/parquet-10/lineitem.parquet,17,3,1,2,40,250938,0,8388608,0,1048576,724
/dev/shm/with_compression/parquet-10/lineitem.parquet,18,3,1,2,40,251361,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,19,3,1,2,40,249062,0,8388608,0,1048576,703
/dev/shm/with_compression/parquet-10/lineitem.parquet,20,3,1,2,40,250477,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,21,3,1,2,40,250856,0,8388608,0,1048576,703
/dev/shm/with_compression/parquet-10/lineitem.parquet,22,3,1,2,40,250824,0,8388608,0,1048576,703
/dev/shm/with_compression/parquet-10/lineitem.parquet,23,3,1,2,40,250211,0,8388608,0,1048576,704
/dev/shm/with_compression/parquet-10/lineitem.parquet,24,3,1,2,40,249578,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,25,3,1,2,40,251127,0,8388608,0,1048576,699
/dev/shm/with_compression/parquet-10/lineitem.parquet,26,3,1,2,40,250950,0,8388608,0,1048576,706
/dev/shm/with_compression/parquet-10/lineitem.parquet,27,3,1,2,40,249281,0,8388608,0,1048576,701
/dev/shm/with_compression/parquet-10/lineitem.parquet,28,3,1,2,40,253389,0,8388608,0,1048576,699
/dev/shm/with_compression/parquet-10/lineitem.parquet,29,3,1,2,40,249127,0,8388608,0,1048576,699
/dev/shm/with_compression/parquet-10/lineitem.parquet,30,3,1,2,40,250675,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,31,3,1,2,40,250717,0,8388608,0,1048576,712
/dev/shm/with_compression/parquet-10/lineitem.parquet,32,3,1,2,40,250700,0,8388608,0,1048576,715
/dev/shm/with_compression/parquet-10/lineitem.parquet,33,3,1,2,40,250606,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,34,3,1,2,40,251067,0,8388608,0,1048576,700
/dev/shm/with_compression/parquet-10/lineitem.parquet,35,3,1,2,40,249982,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,36,3,1,2,40,250535,0,8388608,0,1048576,698
/dev/shm/with_compression/parquet-10/lineitem.parquet,37,3,1,2,40,250676,0,8388608,0,1048576,699
/dev/shm/with_compression/parquet-10/lineitem.parquet,38,3,1,2,40,252844,0,8388608,0,1048576,703
/dev/shm/with_compression/parquet-10/lineitem.parquet,39,3,1,2,40,250739,0,8388608,0,1048576,700
/dev/shm/with_compression/parquet-10/lineitem.parquet,40,3,1,2,40,250936,0,8388608,0,1048576,701
/dev/shm/with_compression/parquet-10/lineitem.parquet,41,3,1,2,40,250530,0,8388608,0,1048576,698
/dev/shm/with_compression/parquet-10/lineitem.parquet,42,3,1,2,40,251121,0,8388608,0,1048576,705
/dev/shm/with_compression/parquet-10/lineitem.parquet,43,3,1,2,40,251389,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,44,3,1,2,40,251258,0,8388608,0,1048576,698
/dev/shm/with_compression/parquet-10/lineitem.parquet,45,3,1,2,40,250574,0,8388608,0,1048576,704
/dev/shm/with_compression/parquet-10/lineitem.parquet,46,3,1,2,40,249474,0,8388608,0,1048576,712
/dev/shm/with_compression/parquet-10/lineitem.parquet,47,3,1,2,40,251242,0,8388608,0,1048576,710
/dev/shm/with_compression/parquet-10/lineitem.parquet,48,3,1,2,40,250757,0,8388608,0,1048576,702
/dev/shm/with_compression/parquet-10/lineitem.parquet,49,3,1,2,40,250723,0,8388608,0,1048576,701
/dev/shm/with_compression/parquet-10/lineitem.parquet,50,3,1,2,40,251208,0,8388608,0,1048576,698
/dev/shm/with_compression/parquet-10/lineitem.parquet,51,3,1,2,40,250941,0,8388608,0,1048576,698
/dev/shm/with_compression/parquet-10/lineitem.parquet,52,3,1,2,40,250729,0,8388608,0,1048576,699
/dev/shm/with_compression/parquet-10/lineitem.parquet,53,3,1,2,40,251154,0,8388608,0,1048576,703
/dev/shm/with_compression/parquet-10/lineitem.parquet,54,3,1,2,40,250303,0,8388608,0,1048576,700
/dev/shm/with_compression/parquet-10/lineitem.parquet,55,3,1,2,40,250530,0,8388608,0,1048576,703
/dev/shm/with_compression/parquet-10/lineitem.parquet,56,3,1,2,40,251679,0,8388608,0,1048576,694
/dev/shm/with_compression/parquet-10/lineitem.parquet,57,3,1,2,40,52186,0,1737760,0,217220,211
/dev/shm/with_compression/parquet-10/lineitem.parquet,0,4,1,2,212,788565,0,8388608,0,1048576,829
/dev/shm/with_compression/parquet-10/lineitem.parquet,1,4,1,2,215,788565,0,8388608,0,1048576,830
/dev/shm/with_compression/parquet-10/lineitem.parquet,2,4,1,2,211,788565,0,8388608,0,1048576,829
/dev/shm/with_compression/parquet-10/lineitem.parquet,3,4,1,2,215,788565,0,8388608,0,1048576,849
/dev/shm/with_compression/parquet-10/lineitem.parquet,4,4,1,2,214,788565,0,8388608,0,1048576,835
/dev/shm/with_compression/parquet-10/lineitem.parquet,5,4,1,2,218,788565,0,8388608,0,1048576,835
/dev/shm/with_compression/parquet-10/lineitem.parquet,6,4,1,2,214,788565,0,8388608,0,1048576,841
/dev/shm/with_compression/parquet-10/lineitem.parquet,7,4,1,2,213,788565,0,8388608,0,1048576,841
/dev/shm/with_compression/parquet-10/lineitem.parquet,8,4,1,2,211,788565,0,8388608,0,1048576,846
/dev/shm/with_compression/parquet-10/lineitem.parquet,9,4,1,2,215,788565,0,8388608,0,1048576,837
/dev/shm/with_compression/parquet-10/lineitem.parquet,10,4,1,2,214,788565,0,8388608,0,1048576,839
/dev/shm/with_compression/parquet-10/lineitem.parquet,11,4,1,2,211,788565,0,8388608,0,1048576,840
/dev/shm/with_compression/parquet-10/lineitem.parquet,12,4,1,2,208,788565,0,8388608,0,1048576,839
/dev/shm/with_compression/parquet-10/lineitem.parquet,13,4,1,2,211,788565,0,8388608,0,1048576,839
/dev/shm/with_compression/parquet-10/lineitem.parquet,14,4,1,2,212,788565,0,8388608,0,1048576,838
/dev/shm/with_compression/parquet-10/lineitem.parquet,15,4,1,2,214,788565,0,8388608,0,1048576,836
/dev/shm/with_compression/parquet-10/lineitem.parquet,16,4,1,2,215,788565,0,8388608,0,1048576,835
/dev/shm/with_compression/parquet-10/lineitem.parquet,17,4,1,2,213,788565,0,8388608,0,1048576,834
/dev/shm/with_compression/parquet-10/lineitem.parquet,18,4,1,2,210,788565,0,8388608,0,1048576,837
/dev/shm/with_compression/parquet-10/lineitem.parquet,19,4,1,2,215,788565,0,8388608,0,1048576,837
/dev/shm/with_compression/parquet-10/lineitem.parquet,20,4,1,2,214,788565,0,8388608,0,1048576,837
/dev/shm/with_compression/parquet-10/lineitem.parquet,21,4,1,2,212,788565,0,8388608,0,1048576,837
/dev/shm/with_compression/parquet-10/lineitem.parquet,22,4,1,2,215,788565,0,8388608,0,1048576,836
/dev/shm/with_compression/parquet-10/lineitem.parquet,23,4,1,2,217,788565,0,8388608,0,1048576,834
/dev/shm/with_compression/parquet-10/lineitem.parquet,24,4,1,2,219,788565,0,8388608,0,1048576,834
/dev/shm/with_compression/parquet-10/lineitem.parquet,25,4,1,2,217,788565,0,8388608,0,1048576,840
/dev/shm/with_compression/parquet-10/lineitem.parquet,26,4,1,2,216,788565,0,8388608,0,1048576,840
/dev/shm/with_compression/parquet-10/lineitem.parquet,27,4,1,2,213,788565,0,8388608,0,1048576,845
/dev/shm/with_compression/parquet-10/lineitem.parquet,28,4,1,2,210,788565,0,8388608,0,1048576,830
/dev/shm/with_compression/parquet-10/lineitem.parquet,29,4,1,2,215,788565,0,8388608,0,1048576,828
/dev/shm/with_compression/parquet-10/lineitem.parquet,30,4,1,2,217,788565,0,8388608,0,1048576,845
/dev/shm/with_compression/parquet-10/lineitem.parquet,31,4,1,2,215,788565,0,8388608,0,1048576,832
/dev/shm/with_compression/parquet-10/lineitem.parquet,32,4,1,2,210,788565,0,8388608,0,1048576,839
/dev/shm/with_compression/parquet-10/lineitem.parquet,33,4,1,2,214,788565,0,8388608,0,1048576,832
/dev/shm/with_compression/parquet-10/lineitem.parquet,34,4,1,2,212,788565,0,8388608,0,1048576,836
/dev/shm/with_compression/parquet-10/lineitem.parquet,35,4,1,2,216,788565,0,8388608,0,1048576,836
/dev/shm/with_compression/parquet-10/lineitem.parquet,36,4,1,2,218,788565,0,8388608,0,1048576,834
/dev/shm/with_compression/parquet-10/lineitem.parquet,37,4,1,2,216,788565,0,8388608,0,1048576,834
/dev/shm/with_compression/parquet-10/lineitem.parquet,38,4,1,2,218,788565,0,8388608,0,1048576,833
/dev/shm/with_compression/parquet-10/lineitem.parquet,39,4,1,2,216,788565,0,8388608,0,1048576,833
/dev/shm/with_compression/parquet-10/lineitem.parquet,40,4,1,2,219,788565,0,8388608,0,1048576,833
/dev/shm/with_compression/parquet-10/lineitem.parquet,41,4,1,2,216,788565,0,8388608,0,1048576,834
/dev/shm/with_compression/parquet-10/lineitem.parquet,42,4,1,2,218,788565,0,8388608,0,1048576,837
/dev/shm/with_compression/parquet-10/lineitem.parquet,43,4,1,2,220,788565,0,8388608,0,1048576,834
/dev/shm/with_compression/parquet-10/lineitem.parquet,44,4,1,2,216,788565,0,8388608,0,1048576,845
/dev/shm/with_compression/parquet-10/lineitem.parquet,45,4,1,2,220,788565,0,8388608,0,1048576,839
/dev/shm/with_compression/parquet-10/lineitem.parquet,46,4,1,2,215,788565,0,8388608,0,1048576,853
/dev/shm/with_compression/parquet-10/lineitem.parquet,47,4,1,2,215,788565,0,8388608,0,1048576,868
/dev/shm/with_compression/parquet-10/lineitem.parquet,48,4,1,2,218,788565,0,8388608,0,1048576,840
/dev/shm/with_compression/parquet-10/lineitem.parquet,49,4,1,2,218,788565,0,8388608,0,1048576,836
/dev/shm/with_compression/parquet-10/lineitem.parquet,50,4,1,2,210,788565,0,8388608,0,1048576,829
/dev/shm/with_compression/parquet-10/lineitem.parquet,51,4,1,2,210,788565,0,8388608,0,1048576,826
/dev/shm/with_compression/parquet-10/lineitem.parquet,52,4,1,2,219,788565,0,8388608,0,1048576,829
/dev/shm/with_compression/parquet-10/lineitem.parquet,53,4,1,2,216,788565,0,8388608,0,1048576,829
/dev/shm/with_compression/parquet-10/lineitem.parquet,54,4,1,2,215,788565,0,8388608,0,1048576,832
/dev/shm/with_compression/parquet-10/lineitem.parquet,55,4,1,2,209,788565,0,8388608,0,1048576,842
/dev/shm/with_compression/parquet-10/lineitem.parquet,56,4,1,2,219,788565,0,8388608,0,1048576,836
/dev/shm/with_compression/parquet-10/lineitem.parquet,57,4,1,2,214,163370,0,1737760,0,217220,245
/dev/shm/with_compression/parquet-10/lineitem.parquet,0,5,1,9,5981380,318240,7258112,1130496,907264,141312,6742
/dev/shm/with_compression/parquet-10/lineitem.parquet,1,5,1,9,5982043,318246,7258112,1130496,907264,141312,6775
/dev/shm/with_compression/parquet-10/lineitem.parquet,2,5,1,9,5981510,318251,7258112,1130496,907264,141312,6796
/dev/shm/with_compression/parquet-10/lineitem.parquet,3,5,1,9,5981886,318247,7258112,1130496,907264,141312,6804
/dev/shm/with_compression/parquet-10/lineitem.parquet,4,5,1,9,5980740,318260,7258112,1130496,907264,141312,6802
/dev/shm/with_compression/parquet-10/lineitem.parquet,5,5,1,9,5982142,318238,7258112,1130496,907264,141312,6807
/dev/shm/with_compression/parquet-10/lineitem.parquet,6,5,1,9,5981049,318248,7258112,1130496,907264,141312,6799
/dev/shm/with_compression/parquet-10/lineitem.parquet,7,5,1,9,5982744,318248,7258112,1130496,907264,141312,6804
/dev/shm/with_compression/parquet-10/lineitem.parquet,8,5,1,9,5981968,318240,7258112,1130496,907264,141312,6797
/dev/shm/with_compression/parquet-10/lineitem.parquet,9,5,1,9,5981982,318247,7258112,1130496,907264,141312,6800
/dev/shm/with_compression/parquet-10/lineitem.parquet,10,5,1,9,5981165,318246,7258112,1130496,907264,141312,6806
/dev/shm/with_compression/parquet-10/lineitem.parquet,11,5,1,9,5981835,318237,7258112,1130496,907264,141312,6806
/dev/shm/with_compression/parquet-10/lineitem.parquet,12,5,1,9,5980755,318244,7258112,1130496,907264,141312,6860
/dev/shm/with_compression/parquet-10/lineitem.parquet,13,5,1,9,5981949,318238,7258112,1130496,907264,141312,6869
/dev/shm/with_compression/parquet-10/lineitem.parquet,14,5,1,9,5981617,318252,7258112,1130496,907264,141312,6874
/dev/shm/with_compression/parquet-10/lineitem.parquet,15,5,1,9,5982599,318248,7258112,1130496,907264,141312,6869
/dev/shm/with_compression/parquet-10/lineitem.parquet,16,5,1,9,5982576,318253,7258112,1130496,907264,141312,6879
/dev/shm/with_compression/parquet-10/lineitem.parquet,17,5,1,9,5982204,318251,7258112,1130496,907264,141312,6885
/dev/shm/with_compression/parquet-10/lineitem.parquet,18,5,1,9,5982167,318239,7258112,1130496,907264,141312,6880
/dev/shm/with_compression/parquet-10/lineitem.parquet,19,5,1,9,5981505,318237,7258112,1130496,907264,141312,6876
/dev/shm/with_compression/parquet-10/lineitem.parquet,20,5,1,9,5983292,318238,7258112,1130496,907264,141312,6876
/dev/shm/with_compression/parquet-10/lineitem.parquet,21,5,1,9,5982157,318243,7258112,1130496,907264,141312,6874
/dev/shm/with_compression/parquet-10/lineitem.parquet,22,5,1,9,5982646,318248,7258112,1130496,907264,141312,6874
/dev/shm/with_compression/parquet-10/lineitem.parquet,23,5,1,9,5981181,318237,7258112,1130496,907264,141312,6872
/dev/shm/with_compression/parquet-10/lineitem.parquet,24,5,1,9,5981328,318246,7258112,1130496,907264,141312,6871
/dev/shm/with_compression/parquet-10/lineitem.parquet,25,5,1,9,5982625,318240,7258112,1130496,907264,141312,6874
/dev/shm/with_compression/parquet-10/lineitem.parquet,26,5,1,9,5981818,318238,7258112,1130496,907264,141312,6881
/dev/shm/with_compression/parquet-10/lineitem.parquet,27,5,1,9,5982334,318247,7258112,1130496,907264,141312,6883
/dev/shm/with_compression/parquet-10/lineitem.parquet,28,5,1,9,5982993,318253,7258112,1130496,907264,141312,6871
/dev/shm/with_compression/parquet-10/lineitem.parquet,29,5,1,9,5980624,318250,7258112,1130496,907264,141312,6869
/dev/shm/with_compression/parquet-10/lineitem.parquet,30,5,1,9,5983354,318248,7258112,1130496,907264,141312,6876
/dev/shm/with_compression/parquet-10/lineitem.parquet,31,5,1,9,5982881,318248,7258112,1130496,907264,141312,6885
/dev/shm/with_compression/parquet-10/lineitem.parquet,32,5,1,9,5982129,318253,7258112,1130496,907264,141312,6872
/dev/shm/with_compression/parquet-10/lineitem.parquet,33,5,1,9,5982193,318244,7258112,1130496,907264,141312,6877
/dev/shm/with_compression/parquet-10/lineitem.parquet,34,5,1,9,5981969,318240,7258112,1130496,907264,141312,6867
/dev/shm/with_compression/parquet-10/lineitem.parquet,35,5,1,9,5982620,318248,7258112,1130496,907264,141312,6875
/dev/shm/with_compression/parquet-10/lineitem.parquet,36,5,1,9,5982224,318244,7258112,1130496,907264,141312,6876
/dev/shm/with_compression/parquet-10/lineitem.parquet,37,5,1,9,5981553,318248,7258112,1130496,907264,141312,6875
/dev/shm/with_compression/parquet-10/lineitem.parquet,38,5,1,9,5982601,318238,7258112,1130496,907264,141312,6880
/dev/shm/with_compression/parquet-10/lineitem.parquet,39,5,1,9,5981704,318248,7258112,1130496,907264,141312,6880
/dev/shm/with_compression/parquet-10/lineitem.parquet,40,5,1,9,5981743,318248,7258112,1130496,907264,141312,6852
/dev/shm/with_compression/parquet-10/lineitem.parquet,41,5,1,9,5980766,318244,7258112,1130496,907264,141312,6833
/dev/shm/with_compression/parquet-10/lineitem.parquet,42,5,1,9,5982416,318240,7258112,1130496,907264,141312,6831
/dev/shm/with_compression/parquet-10/lineitem.parquet,43,5,1,9,5981254,318248,7258112,1130496,907264,141312,6838
/dev/shm/with_compression/parquet-10/lineitem.parquet,44,5,1,9,5982333,318239,7258112,1130496,907264,141312,6833
/dev/shm/with_compression/parquet-10/lineitem.parquet,45,5,1,9,5983612,318253,7258112,1130496,907264,141312,6879
/dev/shm/with_compression/parquet-10/lineitem.parquet,46,5,1,9,5981905,318238,7258112,1130496,907264,141312,6871
/dev/shm/with_compression/parquet-10/lineitem.parquet,47,5,1,9,5981691,318244,7258112,1130496,907264,141312,6864
/dev/shm/with_compression/parquet-10/lineitem.parquet,48,5,1,9,5982341,318240,7258112,1130496,907264,141312,6876
/dev/shm/with_compression/parquet-10/lineitem.parquet,49,5,1,9,5980931,318240,7258112,1130496,907264,141312,6873
/dev/shm/with_compression/parquet-10/lineitem.parquet,50,5,1,9,5981453,318248,7258112,1130496,907264,141312,6877
/dev/shm/with_compression/parquet-10/lineitem.parquet,51,5,1,9,5982257,318240,7258112,1130496,907264,141312,6874
/dev/shm/with_compression/parquet-10/lineitem.parquet,52,5,1,9,5981795,318252,7258112,1130496,907264,141312,6841
/dev/shm/with_compression/parquet-10/lineitem.parquet,53,5,1,9,5982417,318253,7258112,1130496,907264,141312,6848
/dev/shm/with_compression/parquet-10/lineitem.parquet,54,5,1,9,5981098,318248,7258112,1130496,907264,141312,6839
/dev/shm/with_compression/parquet-10/lineitem.parquet,55,5,1,9,5983392,318240,7258112,1130496,907264,141312,6842
/dev/shm/with_compression/parquet-10/lineitem.parquet,56,5,1,9,5982203,318248,7258112,1130496,907264,141312,6834
/dev/shm/with_compression/parquet-10/lineitem.parquet,57,5,1,3,1195701,318238,607264,1130496,75908,141312,1590
/dev/shm/with_compression/parquet-10/lineitem.parquet,0,6,1,2,70,526409,0,8388608,0,1048576,806
/dev/shm/with_compression/parquet-10/lineitem.parquet,1,6,1,2,70,526409,0,8388608,0,1048576,806
/dev/shm/with_compression/parquet-10/lineitem.parquet,2,6,1,2,65,526409,0,8388608,0,1048576,802
/dev/shm/with_compression/parquet-10/lineitem.parquet,3,6,1,2,71,526409,0,8388608,0,1048576,794
/dev/shm/with_compression/parquet-10/lineitem.parquet,4,6,1,2,70,526409,0,8388608,0,1048576,788
/dev/shm/with_compression/parquet-10/lineitem.parquet,5,6,1,2,68,526409,0,8388608,0,1048576,795
/dev/shm/with_compression/parquet-10/lineitem.parquet,6,6,1,2,65,526409,0,8388608,0,1048576,791
/dev/shm/with_compression/parquet-10/lineitem.parquet,7,6,1,2,67,526409,0,8388608,0,1048576,791
/dev/shm/with_compression/parquet-10/lineitem.parquet,8,6,1,2,68,526409,0,8388608,0,1048576,794
/dev/shm/with_compression/parquet-10/lineitem.parquet,9,6,1,2,72,526409,0,8388608,0,1048576,799
/dev/shm/with_compression/parquet-10/lineitem.parquet,10,6,1,2,66,526409,0,8388608,0,1048576,805
/dev/shm/with_compression/parquet-10/lineitem.parquet,11,6,1,2,69,526409,0,8388608,0,1048576,801
/dev/shm/with_compression/parquet-10/lineitem.parquet,12,6,1,2,67,526409,0,8388608,0,1048576,807
/dev/shm/with_compression/parquet-10/lineitem.parquet,13,6,1,2,70,526409,0,8388608,0,1048576,802
/dev/shm/with_compression/parquet-10/lineitem.parquet,14,6,1,2,75,526409,0,8388608,0,1048576,808
/dev/shm/with_compression/parquet-10/lineitem.parquet,15,6,1,2,65,526409,0,8388608,0,1048576,802
/dev/shm/with_compression/parquet-10/lineitem.parquet,16,6,1,2,72,526409,0,8388608,0,1048576,803
/dev/shm/with_compression/parquet-10/lineitem.parquet,17,6,1,2,69,526409,0,8388608,0,1048576,801
/dev/shm/with_compression/parquet-10/lineitem.parquet,18,6,1,2,68,526409,0,8388608,0,1048576,800
/dev/shm/with_compression/parquet-10/lineitem.parquet,19,6,1,2,67,526409,0,8388608,0,1048576,802
/dev/shm/with_compression/parquet-10/lineitem.parquet,20,6,1,2,71,526409,0,8388608,0,1048576,804
/dev/shm/with_compression/parquet-10/lineitem.parquet,21,6,1,2,65,526409,0,8388608,0,1048576,802
/dev/shm/with_compression/parquet-10/lineitem.parquet,22,6,1,2,68,526409,0,8388608,0,1048576,799
/dev/shm/with_compression/parquet-10/lineitem.parquet,23,6,1,2,69,526409,0,8388608,0,1048576,811
/dev/shm/with_compression/parquet-10/lineitem.parquet,24,6,1,2,69,526409,0,8388608,0,1048576,811
/dev/shm/with_compression/parquet-10/lineitem.parquet,25,6,1,2,69,526409,0,8388608,0,1048576,803
/dev/shm/with_compression/parquet-10/lineitem.parquet,26,6,1,2,66,526409,0,8388608,0,1048576,805
/dev/shm/with_compression/parquet-10/lineitem.parquet,27,6,1,2,71,526409,0,8388608,0,1048576,798
/dev/shm/with_compression/parquet-10/lineitem.parquet,28,6,1,2,68,526409,0,8388608,0,1048576,798
/dev/shm/with_compression/parquet-10/lineitem.parquet,29,6,1,2,70,526409,0,8388608,0,1048576,795
/dev/shm/with_compression/parquet-10/lineitem.parquet,30,6,1,2,68,526409,0,8388608,0,1048576,803
/dev/shm/with_compression/parquet-10/lineitem.parquet,31,6,1,2,69,526409,0,8388608,0,1048576,802
/dev/shm/with_compression/parquet-10/lineitem.parquet,32,6,1,2,69,526409,0,8388608,0,1048576,804
/dev/shm/with_compression/parquet-10/lineitem.parquet,33,6,1,2,67,526409,0,8388608,0,1048576,801
/dev/shm/with_compression/parquet-10/lineitem.parquet,34,6,1,2,66,526409,0,8388608,0,1048576,807
/dev/shm/with_compression/parquet-10/lineitem.parquet,35,6,1,2,65,526409,0,8388608,0,1048576,814
/dev/shm/with_compression/parquet-10/lineitem.parquet,36,6,1,2,70,526409,0,8388608,0,1048576,800
/dev/shm/with_compression/parquet-10/lineitem.parquet,37,6,1,2,71,526409,0,8388608,0,1048576,802
/dev/shm/with_compression/parquet-10/lineitem.parquet,38,6,1,2,69,526409,0,8388608,0,1048576,797
/dev/shm/with_compression/parquet-10/lineitem.parquet,39,6,1,2,69,526409,0,8388608,0,1048576,799
/dev/shm/with_compression/parquet-10/lineitem.parquet,40,6,1,2,68,526409,0,8388608,0,1048576,799
/dev/shm/with_compression/parquet-10/lineitem.parquet,41,6,1,2,72,526409,0,8388608,0,1048576,800
/dev/shm/with_compression/parquet-10/lineitem.parquet,42,6,1,2,65,526409,0,8388608,0,1048576,797
/dev/shm/with_compression/parquet-10/lineitem.parquet,43,6,1,2,65,526409,0,8388608,0,1048576,800
/dev/shm/with_compression/parquet-10/lineitem.parquet,44,6,1,2,72,526409,0,8388608,0,1048576,796
/dev/shm/with_compression/parquet-10/lineitem.parquet,45,6,1,2,69,526409,0,8388608,0,1048576,804
/dev/shm/with_compression/parquet-10/lineitem.parquet,46,6,1,2,70,526409,0,8388608,0,1048576,793
/dev/shm/with_compression/parquet-10/lineitem.parquet,47,6,1,2,69,526409,0,8388608,0,1048576,795
/dev/shm/with_compression/parquet-10/lineitem.parquet,48,6,1,2,70,526409,0,8388608,0,1048576,796
